79	20	32	0	88	0	355	61	286	0	0	66	239	41	0	0	20	72	0	48	0	41	71	33	0	0	14	94	105	14	244	346	14	0	0	0	21	68	0	8	0	0	0	110	0	0	40	0	0	0	15	0	15	0	0
1.236	475	96	55	106	503	1.772	141	691	106	84	28	721	1.696	474	448	65	313	98	339	88	419	247	66	1.238	178	0	0	105	328	197	879	0	1.077	28	0	21	90	39	0	0	293	68	0	0	111	160	0	0	0	0	0	0	56	0
19	56	47	0	9	47	37	19	19	0	0	9	19	56	0	0	159	19	9	0	0	28	0	0	0	59	0	0	9	28	19	9	0	19	0	19	29	0	0	8	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0
33	0	64	0	0	69	0	203	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	61	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
675	169	21	27	148	21	127	670	84	0	84	63	21	63	0	435	337	21	42	0	0	105	0	21	21	0	0	0	0	113	0	42	0	21	28	42	338	361	60	0	0	63	68	0	0	0	0	0	0	0	0	0	127	0	0
811	158	45	0	45	113	90	518	158	23	23	0	113	23	0	338	304	68	23	0	0	90	0	0	68	0	0	0	0	45	0	90	68	90	0	23	361	879	122	0	0	90	0	23	0	0	0	0	0	0	0	0	0	493	0
517	476	19	19	39	39	96	421	135	0	19	58	39	96	0	167	349	64	19	0	0	19	0	0	151	0	0	0	0	116	58	19	0	39	19	0	61	122	1.735	0	0	77	0	0	0	0	0	0	0	0	0	0	0	19	0
194	52	62	8	16	54	8	31	325	16	47	23	31	194	0	0	16	93	54	0	0	54	0	0	16	0	8	0	0	23	8	301	8	0	8	0	0	0	0	116	0	23	0	0	0	0	0	0	16	0	0	0	0	19	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.033	183	470	219	469	338	136	128	1.591	39	78	95	517	338	3	314	142	993	899	193	132	769	212	199	398	59	111	188	488	317	362	201	0	317	9	0	63	90	77	23	0	6.575	474	1.100	71	0	107	0	89	0	0	0	165	37	0
2.166	68	303	0	271	251	135	68	862	0	68	0	271	271	0	0	0	338	1.588	986	132	68	0	0	0	0	37	68	0	227	40	203	0	68	0	0	68	0	0	0	0	338	2.842	203	143	0	40	0	343	0	0	0	0	0	0
4.337	376	354	27	220	440	880	512	1.933	259	142	110	1.267	574	6	110	41	505	868	655	330	110	0	0	242	0	147	94	0	550	98	504	110	0	0	0	0	23	0	0	0	1.258	271	10.316	1.593	110	110	0	220	0	44	0	0	129	0
238	285	24	0	24	71	24	24	428	0	0	0	0	24	0	0	0	119	119	357	0	0	0	0	0	0	0	24	0	0	24	24	0	0	0	0	0	0	0	0	0	71	119	1.570	214	0	0	0	24	0	0	0	0	0	0
0	111	0	0	49	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	44	0	141	0	0	0	0	0	0	92	111	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0
998	200	0	0	80	40	80	40	80	0	40	0	708	160	0	0	60	120	0	0	0	120	40	40	599	1.056	0	479	80	399	319	120	80	120	0	0	0	0	0	0	0	107	80	110	0	0	479	0	0	0	0	0	0	0	0
448	104	0	0	0	90	142	45	179	0	45	0	0	45	0	0	0	0	0	0	0	35	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.059	9	0	0	0	0	0	0
294	4	134	9	33	17	26	4	207	43	4	13	227	9	0	90	0	343	279	294	264	39	75	0	0	119	74	4	316	201	13	72	0	0	9	0	0	0	0	16	0	89	343	224	24	0	0	4	74	0	29	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	29	29	0	0	0	0	29	88	0	0	15	124	0	0	15	0	0	0	58	306	15	44	0	0	0	15	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	29	0	15	0	88	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	0	0	27	0	31	53	174	0	0	105	0	15	3	3	360	135	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	31	127	0	21	0	0	134	0	0	0	0	0	0	0	0	0	0	31	19	0
656	93	0	0	0	19	56	56	37	0	37	0	19	19	0	82	207	0	0	0	0	0	0	0	0	0	0	19	0	56	0	19	0	56	0	0	0	493	19	19	0	37	0	129	0	0	0	0	0	0	0	0	19	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

