0	1910	2780	3258	2649	2628	2930	4506	5311	4995	5434	17696	8391	4909	4467	6311	5147	7696	8879	8180	16703	8989	11747	11547	11163	13914	13572	12192	10272	7239	10188	8920	14614	8650	4519	13132	7005	8150	14143	7991	17246	13937	12824	15148	18093	21459	13655	25865	5902	16099	15523	7280	10064	11282	17728
3939	0	1739	3718	4119	5153	4287	3144	3850	6172	8917	18645	9340	8396	8383	4949	4360	6235	8385	7438	16205	10166	17116	14945	12112	14863	14521	13141	11221	8188	11138	9870	16396	12566	5876	11770	5888	7363	13356	6530	15785	12476	12330	14650	17599	20961	14604	25078	7079	15601	17696	11196	9277	10495	16941
3459	1358	0	1704	2387	4673	4901	4442	2485	3825	6570	12745	8861	7916	7903	6247	5973	4870	7020	6073	14840	7819	10577	14465	11632	14383	14042	12662	10742	7709	10658	9390	15837	12086	6490	13068	7186	8976	14969	5165	14419	11110	10965	13285	16234	19596	14125	26691	4732	14236	16331	10716	10890	12108	18554
3961	3001	1560	0	2418	5176	5194	5615	2984	3624	6369	12544	9363	8419	8405	7420	7146	5369	7508	6572	15332	7618	10376	12181	12135	14886	14544	13164	11244	8211	10932	9664	16184	12588	6783	14241	8359	10149	16142	5664	14919	11610	11453	13777	16722	20088	14627	27864	4531	14728	14152	11219	12063	13281	19727
3222	3784	2869	2320	0	3345	5558	6397	5400	4057	6802	14596	7238	7137	8769	8202	7928	7785	7941	7242	15765	8051	10809	10868	9078	11829	12561	11181	9261	6228	8737	7469	13993	12952	7147	15023	9141	10931	16924	8080	16447	13138	11886	14210	17155	20521	12644	28646	4964	15161	14585	11583	12845	14063	20509
2769	5410	4495	4465	2290	0	3284	8023	7026	5645	4289	14603	5298	4354	4341	9828	7431	9517	9131	8432	16955	9639	13074	10903	8070	10821	10479	9099	7179	4146	7096	5828	12982	8524	5602	16649	10767	10434	16427	9706	17638	14329	13077	15400	18346	37755	10562	28149	6154	16351	16850	7155	12348	13566	20012
4233	8163	7248	7970	3754	1747	0	10776	9779	7109	5753	15073	4954	2791	2940	12581	8180	10981	10595	9896	18419	14907	13544	11373	8540	11291	11103	9723	7803	4770	6937	5669	12197	7123	3495	19402	13520	11183	17176	12459	19102	15793	14541	16864	19810	38225	11186	28898	7618	17815	17320	5754	13097	14315	20761
5622	3332	4775	6175	6416	6164	6466	0	6307	8529	9201	21681	12377	8445	8003	1805	2217	8692	10842	9895	18662	12523	20152	15314	15148	17899	17558	16178	14258	11225	14174	12906	18381	12186	8055	8626	2744	5220	11213	8987	18242	14933	14787	17107	20056	23418	17641	22935	11066	18058	20153	10817	6592	8500	14946
5919	3382	2793	2702	3952	7133	8357	5996	0	5059	7804	13979	11321	10376	10363	7801	7527	4097	4933	3986	12753	9053	11811	13715	14092	16843	16502	15122	13202	10169	11565	10297	16817	14546	11624	14622	8740	10530	16523	3930	12332	9023	8878	11198	14147	17509	16585	28245	5966	12149	14244	13177	12444	13662	20108
6540	5045	3679	3118	4423	6662	7312	8326	5683	0	3989	10164	10680	10437	10523	10131	9857	7828	7442	6743	15266	5238	7996	14186	12396	15699	15861	14481	12561	9528	12036	10768	17288	14706	8901	16952	11070	12860	18853	8363	15948	12639	11387	13711	16656	20022	15944	30575	4465	14662	11772	13336	14774	15992	22438
